,contextFold,contrafold,e2efold,ipknot,mxfold,mxfold2,rna-state-inf,rna-structure,rnafold,spot-rna,ufold
3OL7_1_B-F-C-G-D-H,0.735,0.735,0.0,0.688,0.748,0.0,0.0,0.763,0.735,0.0,0.0
3OL7_1_J-N-K-O-L-P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OL8_1_J-N-K-O-L-P,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OL9_1_B-F-C-G-D-H,0.068,0.0,0.0,0.0,0.07,0.0,0.0,0.071,0.068,0.0,0.0
3OL9_1_J-N-K-O-L-P,0.067,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0
3OLB_1_B-F-C-G-D-H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OLB_1_J-N-K-O-L-P,0.067,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0
3OUY_1_C,0.961,0.961,0.37,0.961,0.961,0.961,0.961,0.92,0.961,1.0,0.961
3OUY_1_D,1.0,1.0,0.385,1.0,1.0,1.0,1.0,0.957,1.0,1.0,1.0
3OV7_1_C,0.961,0.961,0.314,0.961,0.961,0.961,0.961,0.92,0.961,1.0,0.961
3OV7_1_D,1.0,1.0,0.327,1.0,1.0,1.0,1.0,0.957,1.0,1.0,1.0
3OVA_1_C,0.961,0.961,0.314,0.961,0.961,0.961,0.961,0.92,0.961,1.0,0.961
3OVB_1_C,0.961,0.961,0.37,0.961,0.961,0.961,0.961,0.92,0.961,1.0,0.961
3OVB_1_D,0.961,0.961,0.37,0.961,0.961,0.961,0.961,0.92,0.961,0.961,0.961
3OVS_1_C,0.961,0.961,0.314,0.961,0.961,0.961,0.961,0.92,0.961,1.0,0.961
3OVS_1_D,0.961,0.961,0.314,0.961,0.961,0.961,0.961,0.92,0.961,1.0,0.961
3OW2_1_9,0.713,0.632,0.713,0.641,0.605,0.608,0.617,0.322,0.632,0.767,0.713
3OWI_1_A,0.762,0.795,0.037,0.779,0.744,0.795,0.779,0.779,0.779,0.816,0.779
3OWI_1_B,0.744,0.795,0.0,0.779,0.744,0.795,0.779,0.779,0.779,0.8,0.744
3OWW_1_A,0.772,0.806,0.038,0.789,0.754,0.806,0.789,0.789,0.789,0.827,0.789
3OWW_1_B,0.735,0.785,0.0,0.769,0.735,0.769,0.769,0.769,0.769,0.789,0.769
3OWZ_1_A,0.762,0.795,0.037,0.779,0.744,0.795,0.779,0.779,0.779,0.8,0.779
3OWZ_1_B,0.466,0.686,0.044,0.717,0.662,0.772,0.772,0.47,0.48,0.794,0.658
3OX0_1_A,0.772,0.806,0.038,0.789,0.754,0.806,0.789,0.789,0.789,0.827,0.789
3OX0_1_B,0.744,0.795,0.0,0.779,0.744,0.795,0.779,0.779,0.779,0.8,0.744
3OXB_1_A,0.762,0.779,0.041,0.779,0.779,0.779,0.779,0.779,0.779,0.845,0.779
3OXB_1_B,0.744,0.779,0.0,0.779,0.779,0.779,0.779,0.779,0.779,0.829,0.779
3OXD_1_A,0.778,0.811,0.0,0.616,0.761,0.795,0.795,0.382,0.779,0.845,0.743
3OXD_1_B,0.761,0.811,0.0,0.728,0.761,0.795,0.795,0.382,0.779,0.843,0.743
3OXE_1_A,0.762,0.795,0.037,0.779,0.744,0.795,0.779,0.779,0.779,0.816,0.779
3OXE_1_B,0.744,0.795,0.0,0.779,0.744,0.795,0.779,0.779,0.779,0.8,0.744
3OXJ_1_A,0.772,0.806,0.038,0.789,0.754,0.806,0.789,0.789,0.789,0.827,0.789
3OXJ_1_B,0.762,0.795,0.042,0.779,0.744,0.795,0.779,0.779,0.779,0.8,0.78
3OXM_1_A,0.772,0.806,0.038,0.789,0.754,0.806,0.789,0.789,0.789,0.827,0.789
3OXM_1_B,0.744,0.795,0.0,0.779,0.744,0.795,0.779,0.779,0.779,0.8,0.744
3P22_1_A,0.957,0.957,0.218,0.957,0.957,0.957,0.957,0.957,0.957,1.0,0.957
3P22_1_C,0.957,0.957,0.218,0.957,0.957,0.957,0.957,0.957,0.957,1.0,0.957
3P22_1_E,0.957,0.957,0.218,0.957,0.957,0.957,0.957,0.957,0.957,1.0,0.957
3P22_1_G,0.957,0.957,0.218,0.957,0.957,0.957,0.957,0.957,0.957,1.0,0.957
3P49_1_A,0.228,0.494,0.0,0.547,0.522,0.567,0.464,0.285,0.415,0.604,0.611
3P59_1_E-A-C-G-B-D-F-H,0.098,0.0,0.061,0.089,0.178,0.16,0.0,0.0,0.0,0.163,0.035
3PDR_1_A,0.739,0.634,0.025,0.669,0.652,0.656,0.619,0.535,0.613,0.748,0.66
3PDR_1_X,0.748,0.647,0.025,0.677,0.66,0.664,0.626,0.541,0.62,0.757,0.673
3PHP_1_A,0.943,0.943,0.471,0.943,0.943,0.943,0.943,0.882,0.943,0.889,0.943
3PIO_1_Y,0.616,0.748,0.736,0.704,0.409,0.759,0.621,0.468,0.673,0.75,0.759
3PIP_1_Y,0.525,0.647,0.654,0.627,0.373,0.678,0.549,0.436,0.586,0.69,0.676
3PLA_1_G-H-I-J,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.253,0.0,0.258,0.194
3PLA_1_N-O,0.905,0.953,0.0,0.953,0.953,0.953,0.953,0.858,0.953,0.953,0.858
3Q1Q_1_C,0.691,0.678,0.544,0.691,0.784,0.801,0.691,0.673,0.691,0.784,0.68
3Q1R_1_C,0.682,0.669,0.537,0.682,0.775,0.791,0.682,0.664,0.682,0.775,0.672
3Q3Z_1_A,0.4,0.41,0.0,0.292,0.344,0.382,0.355,0.364,0.385,0.834,0.382
3Q3Z_1_V,0.395,0.404,0.0,0.288,0.34,0.377,0.35,0.359,0.38,0.823,0.377
3Q50_1_A,0.456,0.456,0.079,0.5,0.5,0.5,0.5,0.0,0.5,0.592,0.522
3Q51_1_A,0.456,0.5,0.0,0.5,0.5,0.5,0.5,0.085,0.5,0.548,0.553
3QJJ_1_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3QRP_1_B-C,0.0,0.926,0.0,0.756,0.0,0.0,0.756,0.756,0.756,0.845,0.378
3QSY_1_D,0.818,0.356,0.818,0.545,0.818,0.818,0.818,0.818,0.818,0.843,0.818
3R1C_1_a-b,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_A-B,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_c-d,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_C-D,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_e-f,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_E-F,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_g-h,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_G-H,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_i-j,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_I-J,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_K-L,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_M-N,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_O-P,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_Q-R,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_S-Y,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_T-U,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_V-Z,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1C_1_W-X,0.707,0.0,0.177,0.0,0.25,0.707,0.707,0.0,0.707,0.0,0.0
3R1D_1_A-B,0.0,0.0,0.192,0.0,0.0,0.0,0.544,0.544,0.0,0.0,0.0
3R1D_1_C-D,0.0,0.0,0.192,0.0,0.0,0.0,0.544,0.544,0.0,0.0,0.0
3R1E_1_A-B,0.0,0.0,0.0,0.408,0.612,0.0,0.0,0.408,0.0,0.0,0.0
3R1H_1_C,0.739,0.754,0.0,0.683,0.754,0.754,0.689,0.688,0.734,0.728,0.664
3R1H_1_F,0.739,0.754,0.0,0.683,0.754,0.754,0.689,0.688,0.734,0.717,0.664
3R1L_1_C,0.74,0.756,0.0,0.682,0.756,0.756,0.689,0.698,0.736,0.729,0.662
3R1L_1_F,0.739,0.754,0.0,0.683,0.754,0.754,0.689,0.697,0.734,0.717,0.664
3R2D_1_R-S,0.0,0.0,0.25,0.0,0.0,0.354,0.0,0.0,0.0,0.474,0.0
3R4F_1_A,0.718,0.766,0.273,0.887,0.803,0.906,0.906,0.886,0.906,0.927,0.906
3R9X_1_C,0.845,0.845,0.101,0.845,0.845,0.845,0.845,0.845,0.845,0.845,0.845
3RG5_1_A,0.826,0.826,0.443,0.767,0.796,0.826,0.826,0.319,0.841,0.827,0.761
3RG5_1_B,0.837,0.837,0.449,0.777,0.806,0.837,0.837,0.323,0.851,0.837,0.771
3RKF_1_A,0.707,0.674,0.085,0.707,0.725,0.707,0.707,0.689,0.707,0.71,0.725
3RKF_1_B,0.725,0.692,0.087,0.725,0.708,0.725,0.725,0.707,0.725,0.728,0.744
3RKF_1_C,0.756,0.721,0.09,0.756,0.738,0.756,0.756,0.737,0.756,0.725,0.775
3RKF_1_D,0.69,0.658,0.082,0.69,0.707,0.69,0.69,0.673,0.69,0.693,0.708
3RW6_1_F,0.566,0.74,0.264,0.796,0.73,0.796,0.796,0.503,0.796,0.775,0.796
3RW6_1_H,0.575,0.752,0.268,0.809,0.743,0.809,0.809,0.511,0.809,0.788,0.809
3S49_1_A-B,0.0,0.0,0.0,0.0,0.471,0.577,0.0,0.0,0.0,0.408,0.204
3S49_1_C-D,0.0,0.0,0.0,0.0,0.471,0.577,0.0,0.0,0.0,0.408,0.204
3S49_1_E-F,0.0,0.0,0.0,0.0,0.471,0.577,0.0,0.0,0.0,0.408,0.204
3S4P_1_A-B,0.858,0.918,0.173,0.761,0.761,0.858,0.858,0.725,0.736,0.827,0.797
3S7C_1_A,0.354,0.354,0.0,0.129,0.387,0.655,0.471,0.0,0.0,0.0,0.408
3S8U_1_A,0.0,0.228,0.151,0.135,0.246,0.456,0.27,0.0,0.0,0.0,0.32
3SD3_1_A,0.376,0.589,0.05,0.596,0.656,0.507,0.66,0.243,0.592,0.778,0.762
3SIU_1_C,0.853,0.746,0.151,0.739,0.739,0.739,0.853,0.798,0.853,0.853,0.739
3SIU_1_F,0.853,0.746,0.151,0.739,0.739,0.739,0.853,0.798,0.853,0.853,0.739
3SIV_1_C-F,0.0,0.593,0.342,0.624,0.0,0.564,0.564,0.564,0.592,0.624,0.645
3SIV_1_I-L,0.0,0.573,0.33,0.602,0.0,0.545,0.545,0.545,0.572,0.602,0.623
3SJ2_1_A-B,0.0,0.907,0.0,0.439,0.0,0.84,0.84,0.84,0.84,0.0,0.485
3SKI_1_B,0.1,0.786,0.054,0.823,0.728,0.823,0.823,0.823,0.823,0.898,0.823
3SKL_1_A,0.803,0.766,0.311,0.803,0.705,0.803,0.803,0.803,0.803,0.842,0.766
3SKL_1_B,0.816,0.778,0.316,0.816,0.717,0.816,0.816,0.816,0.816,0.856,0.778
3SKR_1_A,0.816,0.778,0.316,0.816,0.717,0.816,0.816,0.816,0.816,0.856,0.778
3SKR_1_B,0.803,0.766,0.311,0.803,0.705,0.803,0.803,0.803,0.803,0.842,0.766
3SKT_1_A,0.803,0.766,0.311,0.803,0.705,0.803,0.803,0.803,0.803,0.842,0.766
3SKT_1_B,0.83,0.792,0.322,0.83,0.729,0.83,0.83,0.83,0.83,0.871,0.792
3SKW_1_A,0.816,0.778,0.316,0.816,0.717,0.816,0.816,0.816,0.816,0.856,0.778
3SKW_1_B,0.809,0.77,0.322,0.809,0.706,0.809,0.809,0.809,0.809,0.851,0.77
3SN2_1_B,0.92,0.92,0.113,0.92,0.877,0.92,0.92,0.92,0.92,0.961,0.961
3SNP_1_C,0.0,0.913,0.387,0.87,0.913,0.913,0.0,0.913,0.913,1.0,1.0
3SNP_1_D,0.0,0.913,0.387,0.87,0.913,0.913,0.0,0.913,0.913,1.0,1.0
3SUH_1_X,0.639,0.606,0.0,0.708,0.696,0.596,0.657,0.596,0.596,0.811,0.798
3SUX_1_X,0.639,0.606,0.0,0.708,0.696,0.596,0.657,0.596,0.596,0.811,0.798
3SUY_1_X,0.631,0.598,0.0,0.699,0.687,0.589,0.649,0.589,0.589,0.801,0.788
3SYW_1_A-B,0.84,0.874,0.0,0.874,0.874,0.874,0.874,0.874,0.874,1.0,0.907
3SZX_1_A-B,0.84,0.874,0.0,0.874,0.874,0.874,0.874,0.874,0.874,1.0,0.907
3T1H_1_X-W,0.0,0.0,0.0,0.0,0.0,0.577,0.0,0.0,0.0,0.354,0.0
3T1Y_1_X-W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3T4B_1_A,0.683,0.476,0.04,0.493,0.512,0.576,0.556,0.425,0.408,0.48,0.878
3TD0_1_B-A,0.208,0.0,0.087,0.0,0.0,0.178,0.0,0.0,0.0,0.0,0.0
3TD1_1_B-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3TRA_1_A,0.55,0.361,0.371,0.467,0.371,0.577,0.281,0.241,0.431,0.723,0.442
3TRZ_1_U,0.0,0.894,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.0,0.894
3TRZ_1_V,0.0,0.894,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.0,0.894
3TRZ_1_W,0.0,0.894,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.0,0.894
3TRZ_1_X,0.0,0.894,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.0,0.894
3TRZ_1_Y,0.0,0.894,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.0,0.894
3TRZ_1_Z,0.0,0.894,0.0,0.894,0.894,0.894,0.894,0.894,0.894,0.0,0.894
3TS0_1_U,0.913,0.913,0.183,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913
3TS0_1_V,0.913,0.913,0.183,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913
3TS2_1_U,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3TS2_1_V,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3TUP_1_T,0.798,0.244,0.798,0.313,0.574,0.778,0.244,0.759,0.26,0.905,0.798
3TZR_1_A-B,0.728,0.383,0.275,0.542,0.542,0.383,0.383,0.686,0.383,0.542,0.439
3U4M_1_B,0.707,0.559,0.073,0.539,0.471,0.579,0.363,0.225,0.438,0.831,0.46
3U56_1_B,0.691,0.546,0.071,0.526,0.461,0.566,0.355,0.422,0.428,0.812,0.45
3UCU_1_R,0.191,0.26,0.0,0.381,0.6,0.651,0.183,0.183,0.187,0.716,0.254
3UCZ_1_R,0.2,0.273,0.0,0.4,0.629,0.682,0.191,0.191,0.195,0.75,0.266
3UD3_1_R,0.189,0.257,0.0,0.322,0.237,0.643,0.181,0.181,0.184,0.708,0.257
3UD4_1_R,0.2,0.273,0.0,0.341,0.251,0.682,0.191,0.191,0.195,0.718,0.273
3UMY_1_B,0.707,0.559,0.109,0.539,0.471,0.579,0.363,0.432,0.438,0.831,0.46
3UZS_1_C,0.668,0.668,0.0,0.668,0.632,0.577,0.668,0.474,0.577,0.802,0.802
3V11_1_D,0.486,0.451,0.183,0.513,0.795,0.861,0.462,0.462,0.451,0.84,0.751
3V7E_1_C,0.571,0.782,0.056,0.695,0.773,0.782,0.716,0.578,0.773,0.792,0.782
3V7E_1_D,0.543,0.735,0.053,0.654,0.735,0.735,0.682,0.543,0.735,0.745,0.735
3VJR_1_B,0.926,0.926,0.134,0.926,0.889,0.926,0.926,0.926,0.926,0.964,0.926
3VJR_1_D,0.926,0.926,0.134,0.926,0.889,0.926,0.926,0.926,0.926,0.964,0.926
3VNU_1_G-T,0.655,0.926,0.378,0.756,0.756,0.756,0.756,0.756,0.756,0.845,0.0
3VNV_1_T-G,0.926,1.0,0.218,0.926,0.845,0.926,0.926,0.845,0.926,1.0,0.845
3VRS_1_A,0.671,0.742,0.0,0.866,0.71,0.323,0.323,0.71,0.323,0.775,0.922
3VYX_1_B-C,0.894,1.0,0.0,0.894,0.894,0.894,0.894,0.837,0.894,0.894,0.894
3VYY_1_C-D,0.894,1.0,0.0,0.894,0.894,0.894,0.894,0.837,0.894,0.894,0.894
3VYY_1_E-F,0.894,1.0,0.0,0.894,0.894,0.894,0.894,0.837,0.894,0.894,0.894
3W1K_1_F,0.784,0.839,0.629,0.773,0.826,0.839,0.839,0.826,0.839,0.826,0.798
3W1K_1_G,0.793,0.849,0.636,0.782,0.835,0.849,0.849,0.835,0.849,0.836,0.807
3W1K_1_H,0.793,0.849,0.636,0.782,0.835,0.849,0.849,0.835,0.849,0.836,0.807
3W1K_1_I,0.793,0.849,0.636,0.782,0.835,0.849,0.849,0.835,0.849,0.836,0.807
3W1K_1_J,0.793,0.849,0.636,0.782,0.835,0.849,0.849,0.835,0.849,0.836,0.807
3W3S_1_B,0.773,0.866,0.167,0.8,0.839,0.812,0.551,0.542,0.8,0.905,0.814
3WBM_1_X-Y,0.782,0.933,0.074,0.718,0.0,0.885,0.885,0.834,0.0,0.834,0.933
3WC1_1_P,0.5,0.408,0.745,0.574,0.447,0.459,0.4,0.4,0.426,0.782,0.745
3WC1_1_Q,0.514,0.42,0.767,0.59,0.46,0.472,0.412,0.412,0.439,0.804,0.767
3WC2_1_P,0.745,0.391,0.764,0.382,0.41,0.764,0.348,0.162,0.374,0.833,0.782
3WC2_1_Q,0.726,0.4,0.745,0.4,0.421,0.745,0.355,0.355,0.382,0.816,0.745
3WFQ_1_A,0.789,0.789,0.789,0.789,0.664,0.789,0.77,0.767,0.789,0.891,0.789
3WFQ_1_B,0.732,0.732,0.732,0.732,0.689,0.732,0.714,0.706,0.732,0.847,0.732
3WFQ_1_C,0.745,0.745,0.745,0.745,0.643,0.745,0.728,0.723,0.745,0.864,0.745
3WFQ_1_D,0.705,0.705,0.705,0.705,0.643,0.705,0.689,0.683,0.705,0.83,0.705
3WFR_1_A,0.718,0.718,0.718,0.718,0.694,0.718,0.701,0.694,0.718,0.832,0.718
3WFR_1_B,0.789,0.789,0.789,0.789,0.664,0.789,0.77,0.767,0.789,0.891,0.789
3WFR_1_C,0.757,0.757,0.664,0.757,0.653,0.757,0.74,0.735,0.757,0.859,0.757
3WFR_1_D,0.705,0.689,0.61,0.705,0.627,0.705,0.689,0.683,0.705,0.76,0.705
3WFS_1_A,0.798,0.798,0.798,0.798,0.623,0.798,0.779,0.778,0.798,0.888,0.798
3WFS_1_B,0.823,0.823,0.823,0.823,0.659,0.823,0.823,0.803,0.823,0.899,0.823
3WQY_1_C,0.764,0.225,0.764,0.321,0.782,0.764,0.225,0.391,0.225,0.833,0.764
3WQZ_1_C,0.786,0.235,0.786,0.336,0.804,0.786,0.235,0.804,0.235,0.857,0.786
3WRU_1_A-B,0.882,0.943,0.211,0.782,0.782,0.882,0.882,0.719,0.756,0.816,0.85
3X1L_1_I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3ZD6_1_C-D,0.894,1.0,0.0,0.894,0.894,0.894,0.894,0.837,0.894,0.894,0.894
3ZD7_1_C-D,0.894,1.0,0.0,0.894,0.894,0.894,0.894,0.837,0.894,0.894,0.894
3ZGZ_1_B,0.771,0.537,0.395,0.592,0.561,0.698,0.48,0.548,0.526,0.838,0.756
3ZGZ_1_E,0.753,0.537,0.365,0.561,0.441,0.637,0.456,0.369,0.503,0.805,0.698
3ZJT_1_B,0.717,0.738,0.198,0.651,0.717,0.754,0.46,0.671,0.754,0.822,0.638
3ZJU_1_B,0.707,0.732,0.39,0.422,0.649,0.71,0.357,0.629,0.35,0.732,0.653
3ZJV_1_B,0.758,0.747,0.449,0.713,0.742,0.759,0.426,0.682,0.775,0.822,0.758
3ZN8_1_G,0.564,0.0,0.04,0.0,0.465,0.621,0.106,0.034,0.0,0.423,0.211
402D_1_A-B,0.0,0.866,0.0,0.0,0.612,0.612,0.0,0.0,0.0,0.0,0.707
405D_1_A-B,0.0,0.935,0.224,0.535,0.0,0.0,0.866,0.829,0.0,0.0,0.935
406D_1_A-E,0.548,0.69,0.211,0.0,0.0,0.653,0.653,0.778,0.0,0.73,0.759
418D_1_A-B,0.913,0.913,0.0,0.913,0.913,0.913,0.913,0.816,0.913,1.0,1.0
419D_1_A-B,0.845,0.845,0.0,0.845,0.845,0.845,0.845,0.0,0.845,0.926,0.926
419D_1_C-D,0.913,0.913,0.0,0.913,0.913,0.913,0.913,0.0,0.913,1.0,1.0
420D_1_A-B,0.0,0.935,0.224,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.935
422D_1_A-B,0.0,0.0,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429D_1_A-B,0.0,0.444,0.0,0.707,0.408,0.354,0.354,0.882,0.354,0.667,0.596
429D_1_C-D,0.0,0.444,0.0,0.707,0.408,0.354,0.354,0.882,0.354,0.667,0.596
430D_1_A,0.359,0.303,0.12,0.359,0.436,0.436,0.436,0.359,0.378,0.445,0.505
433D_1_A-B,0.926,1.0,0.109,0.423,0.0,0.926,0.926,0.886,0.926,0.0,0.964
434D_1_A-B,0.756,1.0,0.0,0.845,0.845,0.845,0.845,0.756,0.845,0.845,0.845
434D_1_C-D,0.756,1.0,0.0,0.845,0.845,0.845,0.845,0.756,0.845,0.845,0.845
435D_1_A-B,0.756,1.0,0.0,0.845,0.845,0.845,0.845,0.756,0.845,0.926,0.926
435D_1_C-D,0.756,1.0,0.0,0.845,0.845,0.845,0.845,0.756,0.845,0.926,0.926
437D_1_A,0.51,0.559,0.125,0.559,0.559,0.559,0.559,0.559,0.559,0.667,0.667
438D_1_A-B,0.866,0.935,0.0,0.866,0.935,0.935,0.866,0.866,0.935,0.866,0.935
439D_1_A-B,0.791,1.0,0.316,0.866,0.866,0.866,0.707,0.707,0.866,0.935,0.707
462D_1_B-A,0.747,0.861,0.157,0.816,0.816,0.816,0.816,0.793,0.816,0.84,0.861
464D_1_A-B,0.0,0.913,0.0,0.707,0.0,0.707,0.707,0.707,0.707,0.577,0.816
464D_1_C-D,0.0,0.913,0.0,0.707,0.0,0.707,0.707,0.707,0.707,0.577,0.816
466D_1_A-B,0.756,1.0,0.0,0.845,0.845,0.845,0.845,0.756,0.845,0.845,0.845
466D_1_C-D,0.756,1.0,0.0,0.845,0.845,0.845,0.845,0.756,0.845,0.845,0.845
472D_1_A-B,0.745,0.943,0.333,0.816,0.667,0.816,0.816,0.745,0.816,0.816,0.667
480D_1_A,0.645,0.714,0.0,0.655,0.714,0.655,0.714,0.655,0.714,0.714,0.764
483D_1_A,0.645,0.714,0.0,0.655,0.714,0.655,0.714,0.655,0.714,0.714,0.764
484D_2_B,0.707,0.802,0.303,0.707,0.707,0.802,0.802,0.756,0.802,0.535,0.624
485D_1_A-B,0.0,0.935,0.25,0.866,0.935,0.935,0.866,0.707,0.866,0.866,0.866
486D_1_A,0.45,0.54,0.107,0.557,0.54,0.596,0.45,0.418,0.65,0.631,0.596
486D_1_C,0.294,0.185,0.416,0.19,0.19,0.324,0.185,0.19,0.18,0.601,0.476
486D_1_E,0.55,0.361,0.371,0.467,0.371,0.577,0.281,0.241,0.431,0.723,0.442
488D_1_D-B-A-C,0.107,0.33,0.082,0.297,0.25,0.251,0.257,0.118,0.198,0.331,0.243
4A2X_1_L-M,0.866,0.935,0.204,0.866,0.866,0.866,0.866,0.829,0.866,0.901,0.935
4A2X_1_N-O,0.894,0.966,0.211,0.894,0.894,0.894,0.894,0.856,0.894,0.931,0.966
4A36_1_R-S,0.894,0.975,0.365,0.922,0.894,0.922,0.922,0.894,0.922,0.949,0.975
4A36_1_T-U,0.894,0.949,0.224,0.894,0.894,0.894,0.894,0.866,0.894,0.922,0.949
4A4R_1_A,0.943,0.943,0.236,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943
4A4S_1_A,0.949,0.949,0.447,0.949,0.949,0.949,0.949,0.894,0.949,0.949,0.949
4A4T_1_A,1.0,1.0,0.471,1.0,1.0,1.0,1.0,0.943,1.0,1.0,1.0
4A4U_1_A,1.0,1.0,0.385,1.0,1.0,1.0,1.0,0.943,1.0,1.0,1.0
4AL5_1_B,0.913,0.913,0.0,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913
4AL6_1_B,0.913,0.913,0.0,0.913,0.913,0.913,0.913,0.816,0.913,0.913,0.833
4AL7_1_B,0.913,0.913,0.0,0.913,0.913,0.913,0.913,0.816,0.913,0.913,0.833
4ANG_1_R,0.516,0.632,0.316,0.632,0.671,0.516,0.516,0.516,0.516,0.447,0.775
4ANG_1_S,0.516,0.516,0.316,0.632,0.0,0.671,0.516,0.516,0.516,0.516,0.671
4AOB_1_A,0.501,0.426,0.0,0.347,0.492,0.692,0.501,0.181,0.52,0.483,0.756
4AQ7_1_B,0.753,0.537,0.581,0.561,0.441,0.679,0.456,0.651,0.503,0.805,0.659
4AQ7_1_E,0.707,0.521,0.625,0.522,0.596,0.645,0.355,0.145,0.487,0.816,0.606
4AQY_1_Z-W,0.408,0.577,0.0,0.577,0.289,0.577,0.577,0.577,0.577,0.577,0.577
4ARC_1_B,0.664,0.551,0.259,0.413,0.177,0.643,0.14,0.472,0.14,0.687,0.238
4ARI_1_B,0.717,0.756,0.395,0.427,0.658,0.736,0.362,0.631,0.355,0.756,0.679
4AS1_1_B,0.753,0.738,0.427,0.651,0.717,0.754,0.451,0.671,0.754,0.806,0.789
4ATO_1_G,0.0,0.408,0.0,0.408,0.471,0.289,0.327,0.0,0.385,0.471,0.51
4AY2_1_C,0.935,0.935,0.0,0.935,0.935,0.935,0.935,0.935,0.935,0.935,1.0
4B3M_1_Z-W,0.632,0.645,0.0,0.707,0.566,0.424,0.707,0.645,0.645,0.645,0.645
4B3R_1_Z-W,0.667,0.68,0.0,0.745,0.596,0.577,0.745,0.596,0.68,0.68,0.68
4B3S_1_Z-W,0.632,0.645,0.0,0.707,0.566,0.548,0.707,0.566,0.645,0.645,0.645
4B3T_1_Z-W,0.632,0.645,0.0,0.707,0.566,0.548,0.707,0.566,0.645,0.645,0.645
4B5R_1_A,0.638,0.638,0.0,0.638,0.638,0.724,0.616,0.503,0.65,0.688,0.8
4BPB_1_C-D,0.894,1.0,0.0,0.894,0.894,0.894,0.894,0.837,0.894,0.894,0.894
4BW0_1_A,0.739,0.739,0.348,0.739,0.739,0.739,0.369,0.369,0.739,0.798,0.369
4BY9_1_A,0.645,0.707,0.387,0.707,0.674,0.62,0.645,0.0,0.559,0.548,0.674
4BY9_1_B,0.662,0.725,0.397,0.725,0.692,0.636,0.662,0.0,0.574,0.562,0.692
4C4W_1_D,0.756,0.0,0.239,0.0,0.0,0.676,0.0,0.0,0.0,0.606,0.802
4C4W_1_H,0.756,0.0,0.239,0.0,0.0,0.676,0.0,0.0,0.0,0.606,0.802
